sku 品类
10000164	大学英语
10000183	职业/行业英语
1000040105	裤子
10000481	轻工业、手工业
100005	赠品
1000054	U盘
1000055710	狗粮
10000681418	香皂花
10000844021	光学镜架/镜片
10001140100	养生器械
1000115	U盘
1000125	理发器
1000149462	普洱
10001636	保健食谱
10001771	一般工业技术
10002013211	笔类/书写工具
10002136530	按摩器
1000235	白酒
10002487198	铁观音
10002635523	显示器
1000289289	国内机票
1000289291	国内机票
1000289361	国内机票
1000294	投影机
1000298	投影机
1000300	手机壳/保护套
1000301	插座
1000303	赠品
1000307	多用途锅
1000309	移动硬盘
100034	刻录机/光驱
10003625955	吸顶灯
1000373	饮料
1000394	U盘
10003969506	仿真模型
1000400	手机壳/保护套
10004071661	养生器械
10004084	儿童文学
10004145	儿童文学
1000431	移动硬盘
10004341	外国文学
1000445	硬盘
1000459	移动硬盘
1000467	移动硬盘
1000468	移动硬盘
10004833936	音箱/音响
1000517797	手机话费充值
1000517964	手机话费充值
1000517972	手机话费充值
1000518008	手机话费充值
1000518050	手机话费充值
1000518059	手机话费充值
1000518090	手机话费充值
1000518118	手机话费充值
1000518155	手机话费充值
1000518187	手机话费充值
1000518212	手机话费充值
1000518257	手机话费充值
1000518299	手机话费充值
1000518309	手机话费充值
1000518523	手机话费充值
1000518590	手机话费充值
1000518608	手机话费充值
1000519266	手机话费充值
1000519279	手机话费充值
1000519284	手机话费充值
1000519307	手机话费充值
1000519362	手机话费充值
1000519366	手机话费充值
1000519373	手机话费充值
1000519599	手机话费充值
1000519641	手机话费充值
1000519649	手机话费充值
1000519673	手机话费充值
1000519679	手机话费充值
1000519726	手机话费充值
1000519728	手机话费充值
1000519737	手机话费充值
1000519754	手机话费充值
1000519756	手机话费充值
1000519774	手机话费充值
1000519837	手机话费充值
1000519849	手机话费充值
1000519857	手机话费充值
1000519867	手机话费充值
1000519891	手机话费充值
1000519898	手机话费充值
1000519988	手机话费充值
1000519995	手机话费充值
1000520032	手机话费充值
1000520037	手机话费充值
1000520061	手机话费充值
1000520064	手机话费充值
1000520069	手机话费充值
1000520137	手机话费充值
1000520138	手机话费充值
1000520139	手机话费充值
1000520159	手机话费充值
1000520457	手机话费充值
1000520484	手机话费充值
1000520489	手机话费充值
1000520503	手机话费充值
1000520512	手机话费充值
1000520517	手机话费充值
1000520574	手机话费充值
1000520630	手机话费充值
1000520639	手机话费充值
1000520640	手机话费充值
1000520641	手机话费充值
1000520643	手机话费充值
1000520656	手机话费充值
1000520659	手机话费充值
1000520692	手机话费充值
1000520693	手机话费充值
1000520695	手机话费充值
1000520697	手机话费充值
1000520700	手机话费充值
1000520708	手机话费充值
1000520714	手机话费充值
1000520732	手机话费充值
1000520734	手机话费充值
1000520741	手机话费充值
1000520778	手机话费充值
1000520800	手机话费充值
1000521158	手机话费充值
1000521237	手机话费充值
1000521238	手机话费充值
1000521250	手机话费充值
1000521252	手机话费充值
1000521265	手机话费充值
1000521839	手机话费充值
1000521900	手机话费充值
1000521904	手机话费充值
1000521906	手机话费充值
1000521926	手机话费充值
1000521946	手机话费充值
1000521956	手机话费充值
1000521957	手机话费充值
1000521978	手机话费充值
1000521999	手机话费充值
1000522028	手机话费充值
1000522048	手机话费充值
1000522098	手机话费充值
1000522204	手机话费充值
1000522255	手机话费充值
1000522272	手机话费充值
1000522274	手机话费充值
1000522278	手机话费充值
1000522346	手机话费充值
1000522358	手机话费充值
1000522378	手机话费充值
1000522436	手机话费充值
1000522519	手机话费充值
1000522670	手机话费充值
1000522672	手机话费充值
1000522688	手机话费充值
1000522700	手机话费充值
1000522742	手机话费充值
1000522743	手机话费充值
1000522775	手机话费充值
1000522805	手机话费充值
